DayNum,DayZero,Season,Seed_1,Seed_2,Seed_diff,Seed_ratio,Score_ratio,Count_ratio,Var_ratio,Mean_score1,Mean_score2,Mean_score_diff,Mean_score_ratio,result
136,1998-10-26,1999,4,13,-9,0.3076923076923077,1.1811135267983741,0.7781629116117851,1.378876561430457,83.48552338530067,55.00346620450607,28.482057180794598,1.5178229509190686,1
136,1998-10-26,1999,1,16,-15,0.0625,1.4577785967660202,1.2403560830860534,1.2460186610330506,75.70334928229666,64.41246290801188,11.290886374284781,1.175290399785045,1
136,1998-10-26,1999,1,16,-15,0.0625,1.0760567069377598,0.8705179282868526,1.2740711125214408,75.20823798627002,60.842629482071715,14.365608504198306,1.236110908198525,1
136,1998-10-26,1999,10,7,3,1.4285714285714286,0.8216152086099263,0.8390342052313883,1.062015321611163,69.75059952038369,71.22937625754527,-1.4787767371615814,0.9792392294463629,1
136,1998-10-26,1999,12,5,7,2.4,0.8166006101907559,0.8132530120481928,0.7401658239713309,70.71358024691358,70.42369477911646,0.2898854677971201,1.0041163058641889,1
136,1998-10-26,1999,6,11,-5,0.5454545454545454,1.1462250712250712,0.9083333333333333,1.2560632729032155,73.8211009174312,58.5,15.321100917431195,1.2618991609817298,1
136,1998-10-26,1999,10,7,3,1.4285714285714286,0.9123122929997749,0.8444924406047516,0.6878590436860783,72.56265984654732,67.16846652267819,5.394193323869132,1.080308418564951,1
136,1998-10-26,1999,6,11,-5,0.5454545454545454,1.1141892977663506,0.8139963167587477,1.07097635108826,78.43438914027149,57.302025782688766,21.132363357582726,1.368789114676761,1
136,1998-10-26,1999,5,12,-7,0.4166666666666667,1.0607498228643604,0.7737881508078994,0.9830875809822708,79.89095127610209,58.278276481149014,21.612674794953072,1.370853019339788,1
136,1998-10-26,1999,2,15,-13,0.13333333333333333,1.2500643832088592,1.028301886792453,1.2615765474194442,77.93119266055047,64.10613207547169,13.825060585078774,1.215658941469166,1
136,1998-10-26,1999,9,8,1,1.125,0.9714476977705337,0.7491582491582491,1.1790900048834922,75.00449438202247,57.841750841750844,17.162743540271627,1.296718949383589,1
136,1998-10-26,1999,4,13,-9,0.3076923076923077,1.0291302672147995,0.8534136546184738,1.0990062169542485,75.39529411764705,62.52208835341366,12.873205764233397,1.2058985248775769,1
136,1998-10-26,1999,9,8,1,1.125,0.86795818815331,0.711340206185567,0.8808045930731949,75.21256038647343,61.64089347079038,13.571666915683046,1.220173105085088,1
136,1998-10-26,1999,3,14,-11,0.21428571428571427,1.2200770742028109,0.9711751662971175,1.0509209884222264,73.72831050228311,58.687361419068736,15.040949083214372,1.2562894074554058,1
136,1998-10-26,1999,2,15,-13,0.13333333333333333,1.0920959021058623,1.0670103092783505,1.1809810614105603,74.15700483091787,72.45360824742268,1.7033965834951914,1.0235101691233686,1
136,1998-10-26,1999,14,3,11,4.666666666666667,0.7701488706365504,0.6786941580756014,0.8607062528898377,75.9620253164557,66.94158075601375,9.020444560441945,1.1347509942037273,1
136,1998-10-26,1999,13,4,9,3.25,0.8466586634653862,0.7781629116117851,1.378876561430457,70.6837416481069,64.96533795493934,5.718403693167559,1.0880223804443825,0
136,1998-10-26,1999,16,1,15,16.0,0.6859752243711288,1.2403560830860534,1.2460186610330506,51.930622009569376,93.89910979228486,-41.968487782715485,0.5530470110360536,0
136,1998-10-26,1999,16,1,15,16.0,0.9293190531248098,0.8705179282868526,1.2740711125214408,69.89244851258582,65.47011952191235,4.4223289906734635,1.067547287571292,0
136,1998-10-26,1999,7,10,-3,0.7,1.217114763116276,0.8390342052313883,1.062015321611163,84.89448441247002,58.52313883299799,26.371345579472035,1.4506139982464967,0
136,1998-10-26,1999,5,12,-7,0.4166666666666667,1.2245888473759559,0.8132530120481928,0.7401658239713309,86.59506172839507,57.50803212851405,29.087029599881014,1.5057907308474718,0
136,1998-10-26,1999,11,6,5,1.8333333333333333,0.8724290064002983,0.9083333333333333,1.2560632729032155,64.40366972477064,67.05416666666666,-2.650496941896023,0.9604723006241817,0
136,1998-10-26,1999,7,10,-3,0.7,1.0961158889045537,0.8444924406047516,0.6878590436860783,79.53708439897699,61.278617710583156,18.25846668839383,1.2979582009278987,0
136,1998-10-26,1999,11,6,5,1.8333333333333333,0.897513557170878,0.8139963167587477,1.07097635108826,70.39592760180996,63.84530386740332,6.550623734406642,1.1026014967054,0
136,1998-10-26,1999,12,5,7,2.4,0.942729358464264,0.7737881508078994,0.9830875809822708,75.3155452436195,61.81867145421903,13.496873789400468,1.2183300525860674,0
